,id,fecha,date,calidad,hora,minuto,aforo,x_lamina,y_lamina,tipo_salida,tramo,codigo_sensor_nivel,codigo_sensor_vel_sup,tipo_aforo,caudal_total,error_caudal,area_mojada,profundidad_media,perimetro_mojado,dispositivo,error_dispositivo,ancho_superficial,velocidad_promedio,radio_hidraulico,longitud,latitud,texto_1,texto_2,timestamp,updated,offset,item_fk_id,user_id
238,762,2016-07-13,2016-07-13 07:35:00,1.0,7.0,35.0,1.0,,,,,,,,7.778,,8.625,0.37,25.045,MF-PRO,,24.75,0.902,0.344,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,314,1
239,763,2010-04-21,2010-04-21 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,2.759,,2.418,0.26,10.546,MF-PRO,,10.5,1.141,0.229,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,315,1
240,764,2004-07-29,2004-07-29 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.048,,0.19,0.226,1.19,MF-PRO,,0.8,0.253,0.16,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,316,1
241,765,2010-03-17,2010-03-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.117,,0.415,0.139,3.451,MF-PRO,,3.4,0.282,0.12,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
242,766,2010-04-28,2010-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.325,,0.808,0.328,3.017,MF-PRO,,2.8,0.402,0.268,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
243,767,2010-05-12,2010-05-12 00:00:00,0.0,0.0,0.0,1.0,,,,,,,,0.264,,0.416,0.227,2.528,MF-PRO,,2.44,0.635,0.165,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
244,768,2012-10-31,2012-10-31 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.201,,0.346,0.26,2.001,MF-PRO,,1.6,0.581,0.173,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
245,769,2014-11-12,2014-11-12 07:50:00,1.0,7.0,50.0,1.0,,,,,,,,0.178,,0.605,0.342,3.03,MF-PRO,,2.5,0.294,0.2,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
246,770,2016-06-15,2016-06-15 06:58:00,0.0,6.0,58.0,1.0,,,,,,,,0.245,,0.236,0.226,1.397,MF-PRO,,1.0,1.038,0.169,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
247,771,2004-04-28,2004-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,38.562,,52.117,1.634,33.408,MF-PRO,,32.5,0.74,1.56,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
248,772,2004-05-12,2004-05-12 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,28.362,,48.233,1.451,32.562,MF-PRO,,31.5,0.588,1.481,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
249,773,2006-05-08,2006-05-08 00:00:00,2.0,0.0,0.0,1.0,,,,,,,,69.149,,48.32,1.943,28.81,MF-PRO,,26.0,1.431,1.677,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
250,774,2006-05-30,2006-05-30 00:00:00,2.0,0.0,0.0,1.0,,,,,,,,60.104,,46.2,1.71,30.324,MF-PRO,,28.0,1.301,1.524,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
251,775,2006-06-11,2006-06-11 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,52.711,,52.23,1.789,31.942,MF-PRO,,30.0,1.009,1.635,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
252,776,2006-07-17,2006-07-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,19.102,,44.943,1.501,32.478,MF-PRO,,31.8,0.425,1.384,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
253,777,2006-07-24,2006-07-24 12:45:00,1.0,12.0,45.0,1.0,,,,,,,,21.071,,44.096,1.509,30.151,MF-PRO,,28.6,0.478,1.463,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
254,778,2006-08-08,2006-08-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,29.704,,41.6,1.411,31.324,MF-PRO,,30.0,0.714,1.328,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
255,779,2006-08-15,2006-08-15 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,29.104,,43.6,1.453,32.851,MF-PRO,,32.0,0.668,1.327,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
256,780,2006-08-28,2006-08-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,31.454,,39.62,1.416,30.782,MF-PRO,,29.9,0.794,1.287,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
257,781,2010-05-04,2010-05-04 00:00:00,0.0,0.0,0.0,1.0,,,,,,,,58.937,,40.451,1.354,32.084,MF-PRO,,31.7,1.457,1.261,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
258,782,2016-07-19,2016-07-19 07:42:00,1.0,7.0,42.0,1.0,,,,,,,,18.834,,36.775,1.278,29.133,MF-PRO,,27.5,0.512,1.262,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,318,1
259,783,2013-05-22,2013-05-22 09:10:00,1.0,9.0,10.0,1.0,,,,,,,,0.074,,0.123,0.15,1.019,MF-PRO,,0.8,0.602,0.121,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,319,1
260,784,2014-11-05,2014-11-05 09:40:00,1.0,9.0,40.0,1.0,,,,,,,,0.074,,0.123,0.15,1.019,MF-PRO,,0.8,0.602,0.121,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,319,1
261,785,2004-03-11,2004-03-11 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,4.568,,7.817,0.395,20.649,MF-PRO,,19.85,0.584,0.379,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
262,786,2004-03-17,2004-03-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,4.968,,9.227,0.457,20.736,MF-PRO,,19.9,0.538,0.445,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
263,787,2004-05-12,2004-05-12 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.51,,9.278,0.515,19.018,MF-PRO,,18.0,0.809,0.488,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
264,788,2010-05-04,2010-05-04 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.386,,8.05,0.483,20.448,MF-PRO,,19.7,1.166,0.394,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
